what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1347686212960
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1347686213063
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1347686213127
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1347686213153
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1347686213357
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1347686213359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686215738
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1347686247058
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1347686247151
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1347686247159
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1347686247161
started,bundle,org.eclipse.wst.server.http.core,1.0.200.v20090429,"org.eclipse.wst.server.http.core",1347686247178
started,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1347686247182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686267254
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1347686267503
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1347686267562
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1347686267781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686267823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686268099
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347686268704
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347686269000
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1347686270303
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1347686270404
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1347686270431
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1347686276562
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1347686276602
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347686277221
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1347686278529
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1347686278580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686279890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686281121
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347686281924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686282525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686285335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686289811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686290240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686294970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686296098
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347686297607
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347686297812
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1347686298429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686300170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686303119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686303994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686304752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686304855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686307138
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347686310911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686311549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686312537
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347686313786
error,log,,,"Unhandled event loop exception",1347686324518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686325384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686327692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686327921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686339085
executed,command,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.searchTargetRepositories",1347686339135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686395665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686445359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686465239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686540417
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347686542692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686549513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686551866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1347686551925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1347686551925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686553004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686579958
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1347686582485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686627785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686633935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1347686633985
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347686645106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347686676830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687196984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1347687197032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687207459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687218911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1347687218958
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347687219822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687224589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687235839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1347687235902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687236286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687236796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1347687249138
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1347687252480
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347687253613
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347687255093
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347687258481
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347687268450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687270982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687275016
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347687276845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687277372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687278731
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347687280567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687285751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687285886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687286418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687288088
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1347687289091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687293841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687294791
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1347687294858
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347687295086
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1347687296058
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1347687296060
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1347687296065
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1347687296071
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1347687296072
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1347687296074
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1347687296076
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1347687296076
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1347687315158
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1347687315160
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1347687315165
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1347687315165
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1347687315166
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1347687315167
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1347687315174
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1347687315181
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1347687315182
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1347687315188
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1347687315189
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1347687315190
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1347687315190
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1347687315191
