what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691235687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691370751
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347691372162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691380049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691390799
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1347691392164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691395649
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691397319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691401724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691436242
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1347691533325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691543638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691544469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347691545375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347691546202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691547735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691548438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691548861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691549292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347691549623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691550828
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347691563863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691563936
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1347691566590
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1347691566592
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1347691566657
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1347691566658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691570710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691573700
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1347691573752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347691573753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691574850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691674200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691677935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691739717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691740002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691943779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691945039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691946319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691949589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691985455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347691987339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692025013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692026963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692068051
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1347692071952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692074400
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1347692076440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692076494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347692076586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692098849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692100018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1347692100088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692108349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692115299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1347692115351
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1347692115479
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1347692115548
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347692116533
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1347692117446
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1347692120103
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1347692120357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347692124846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692125382
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1347692376008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692486822
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1347692489301
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1347692489327
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347692510411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692517400
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1347692520729
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1347692520745
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1347692520754
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1347692549474
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1347692549479
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1347692549486
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1347692549488
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1347692549520
started,bundle,org.eclipse.emf.codegen,2.6.0.v20120130-0943,"org.eclipse.emf.codegen",1347692551806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692552375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1347692552440
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347692552561
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347692552664
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347692554874
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347692556225
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1347692568689
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1347692571353
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1347692571370
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1347692571379
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1347692571430
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1347692571448
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1347692571561
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1347692571563
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1347692572117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692591588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692594270
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1347692594478
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347692629747
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1347692635432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347692641274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347692644917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347692645511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347692646338
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347692648711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692657087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347692691723
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347692691752
